topsoil_porosity,topsoil_alpha,topsoil_thetar,topsoil_ks,topsoil_n,clay_porosity,clay_alpha,clay_thetar,clay_ks,clay_n,wlt_porosity,wlt_alpha,wlt_thetar,wlt_ks,wlt_n,ult_porosity,ult_alpha,ult_thetar,ult_ks,ult_n,rh,lai,growstart,growend,wind,rmw,rmd,cn,beta,ar,liner_defects,liner_pinholes,weather_solrad,weather_precip,weather_temp,evap,runoff,precip,perc_topsoil,perc_liner,perc_clay,perc_wlt,perc_ult,drain_topsoil,wc_topsoil,wc_clay,wc_wlt,wc_ult
0.265,0.0137,0.0795,0.00221,1.0788,0.494,0.2073,0.1457,2.8490000000000004e-4,1.32,0.40700000000000003,0.0237,0.1814,5.0390000000000004e-5,1.355,0.41200000000000003,0.0071,0.1457,1.61e-7,1.5102,75.6,2.1399999999999997,141,275,4.2299999999999995,235,383,61.3,1.22,244,5.2,0.712,252.9,0.11,46.6,20.886,0,31.5,8.237,8.237,8.237,8.237,8.237,0.077,0.18566334554413536,0.444,0.33223155885148364,0.3918031845781348
0.233,0.015099999999999999,0.0797,0.00182,1.0803,0.481,0.2182,0.1588,3.7600000000000003e-4,1.315,0.404,0.012900000000000002,0.139,6.25e-5,1.1799000000000002,0.401,0.0033,0.1336,1.63e-7,1.2504000000000002,75.89999999999999,1.14,140,269,4.33,229,390,55.2,1.32,247,0.9,0.45999999999999996,248.9,0.15,47.5,20.984,7.05,46.099999999999994,15.265,15.265,15.265,15.265,15.265,0.501,0.18937831225317706,0.431,0.3482688543537317,0.38096683517999996
0.298,0.011099999999999999,0.0596,0.0022199999999999998,1.0732,0.542,0.21560000000000001,0.0757,3.6899999999999997e-4,1.3409,0.392,0.0131,0.18009999999999998,6.01e-5,1.5321,0.384,0.004200000000000001,0.15589999999999998,1.42e-7,1.3695000000000002,75.6,2.0999999999999996,135,271,4.7,233,395,55.9,1.45,230,3.9,0.575,262.5,0.11,48.199999999999996,22.534,0,31.5,6.588677777777778,6.588677777777778,6.588677777777778,6.5887,6.588633333333333,0.07732222222222222,0.20890388669420942,0.492,0.2882470300832285,0.3634383029170242
0.32899999999999996,0.0149,0.0559,0.00215,1.0825,0.505,0.223,0.0913,6.95e-4,1.3493,0.40900000000000003,0.0114,0.137,6.4e-5,1.4329,0.40700000000000003,0.0054,0.1383,1.5299999999999998e-7,1.3296000000000001,76.6,2.6199999999999997,129,271,4.68,232,386,80.8,1.06,246,8.8,0.86,250.4,0.14,44.9,20.188,0,42.449999999999996,19.869,19.869,19.869,19.869,19.869,0.093,0.2281602845258544,0.455,0.31176077409651204,0.3869978112763092
0.305,0.0137,0.0843,0.00217,1.0695,0.527,0.2097,0.14900000000000002,8.6e-4,1.3278,0.398,0.01,0.10850000000000001,6.82e-5,1.4814,0.388,0.0031,0.09440000000000001,1.51e-7,1.2567000000000002,75.8,3.07,127,275,4.46,232,387,37.8,1.47,231,4.4,0.705,244.1,0.17,48.6,21.519,0,53.4,29.299,29.299,29.299,29.299,29.299,0.282,0.23806436798723624,0.477,0.29498954788830944,0.36796989654800005
0.291,0.0126,0.0879,0.00263,1.0715,0.486,0.2088,0.1709,2.342e-4,1.3383,0.396,0.0059,0.1461,5.058e-5,1.2677,0.394,0.0056,0.1719,1.1780000000000001e-7,1.4188,75.69999999999999,2.9,139,272,4.55,225,385,76.9,1.66,231,2.6999999999999997,0.79,249.3,0.14,48.1,21.685,0,42.449999999999996,18.041,18.041,18.041,18.041,18.041,0.424,0.2275521015130324,0.436,0.34276348630599257,0.37397836633280007
0.311,0.0139,0.0763,0.00268,1.0727,0.445,0.2094,0.20800000000000002,2.787e-4,1.3399,0.402,0.0119,0.1926,5.227e-5,1.2871000000000001,0.41800000000000004,0.0071,0.1466,1.5299999999999998e-7,1.3499,75.89999999999999,1.28,128,267,4.7299999999999995,232,394,37.6,1.18,239,3.3,0.497,255,0.13,46.9,21.551,0,38.8,14.66,14.66,14.66,14.66,14.66,0.289,0.23365946208353308,0.3950000000000001,0.34210668383667003,0.39798903912865646
0.283,0.014499999999999999,0.0473,0.00291,1.0756,0.474,0.21100000000000002,0.0712,4.9e-4,1.3586,0.42000000000000004,0.0098,0.13240000000000002,4.835e-5,1.4464000000000001,0.376,0.0025,0.2597,1.176e-7,1.2845000000000002,76.19999999999999,1.98,128,276,4.51,231,387,71,1.41,240,5.7,0.45499999999999996,249.2,0.14,48.6,21.653,0,42.449999999999996,18.285,18.285,18.285,18.285,18.285,0.212,0.19627707644692602,0.424,0.35062036624150034,0.35597888409872885
0.27799999999999997,0.0163,0.0578,0.00303,1.0688,0.532,0.2088,0.1676,4.5300000000000006e-4,1.2962,0.394,0.009600000000000001,0.1635,4.621e-5,1.3384,0.391,0.0035,0.24359999999999998,1.279e-7,1.3786,76,2.11,137,276,4.87,234,392,71.2,1.62,243,6.9,0.834,257.8,0.11,46.6,21.66,0,31.5,7.471,7.471,7.471,7.470955555555555,7.470955555555555,0.069,0.1889071974543017,0.482,0.32934257586055227,0.37057809667895836
0.32699999999999996,0.0158,0.069,0.00275,1.0803,0.509,0.2258,0.17559999999999998,5.34e-4,1.2789000000000001,0.41600000000000004,0.012,0.1211,5.49e-5,1.4580000000000002,0.39,0.0047,0.1058,1.55e-7,1.4992,75.69999999999999,3,141,277,4.6899999999999995,231,385,78.1,1.67,241,2.1999999999999997,0.696,250.1,0.14,48.8,22.182,0,42.449999999999996,17.534,17.534,17.534,17.534,17.534,0.434,0.2513888147177755,0.459,0.32075703843562325,0.37
0.304,0.0103,0.06559999999999999,0.00192,1.0606,0.546,0.2111,0.252,2.862e-4,1.3403,0.405,0.0093,0.1386,7.850000000000001e-5,1.4360000000000002,0.39,0.0036999999999999997,0.2116,1.61e-7,1.4941,75.89999999999999,0.52,137,276,4.83,225,391,60,1.48,232,7.800000000000001,0.65,255,0.11,50.1,23.061,0,31.5,6.107,6.107,6.107,6.107,6.107,0.032,0.21811399177919344,0.49599999999999994,0.2950643121472701,0.3680012001129262
0.283,0.0132,0.056,0.00282,1.0728,0.469,0.22640000000000002,0.1402,2.2490000000000002e-4,1.3582,0.404,0.0144,0.08660000000000001,4.9250000000000004e-5,1.3959000000000001,0.395,0.0048000000000000004,0.1333,1.234e-7,1.3739000000000001,76.1,2.82,133,270,4.26,233,390,72.7,1.1400000000000001,240,1.5,0.591,243.4,0.15,46.199999999999996,20.158,3.6555,46.099999999999994,19.136,19.136,19.136,19.136000000000003,19.136000000000003,0.8505,0.23672607631743917,0.419,0.3289314227179649,0.375
0.285,0.0154,0.0675,0.00229,1.0651,0.562,0.2066,0.0567,4.86e-4,1.2813,0.41300000000000003,0.0178,0.22349999999999998,7.25e-5,1.4683000000000002,0.405,0.0087,0.19569999999999999,1.0519999999999999e-7,1.2383000000000002,76.3,2.8899999999999997,131,265,4.95,232,392,76.6,1.16,231,2.1999999999999997,0.469,260.7,0.13,48.1,22.414,0,38.8,13.798,13.798,13.798,13.798,13.798,0.288,0.21603354035780947,0.512,0.33075831192841165,0.38498158076919997
0.271,0.012299999999999998,0.0687,0.0024400000000000003,1.0796,0.514,0.20650000000000002,0.1345,0.00141,1.334,0.43200000000000005,0.012799999999999999,0.1686,4.8100000000000004e-5,1.4211,0.385,0.0061,0.0623,1.61e-7,1.564,76,0.76,130,271,4.069999999999999,237,389,39.8,1.46,244,7.2,0.542,244.3,0.17,46.3,20.066,0,53.4,30.832,30.832,30.832,30.832,30.832,0.202,0.20022644294947956,0.464,0.3833417844517333,0.3649944883472127
0.27899999999999997,0.015,0.0853,0.00231,1.0591,0.46599999999999997,0.221,0.18619999999999998,3.55e-4,1.3001,0.42500000000000004,0.0163,0.10700000000000001,6.68e-5,1.3851,0.37,0.0034,0.1529,1.39e-7,1.1745,75.89999999999999,1.78,132,265,4.09,219,392,35.4,1.3,232,7.6000000000000005,0.856,246.5,0.15,46.5,20.301,0,46.099999999999994,23.34,23.34,23.34,23.34,23.34,0.159,0.21063968966009167,0.416,0.32137262396226396,0.34997295791599997
0.33899999999999997,0.013500000000000002,0.0723,0.00188,1.0685,0.51,0.2162,0.1523,3.25e-4,1.3358,0.42300000000000004,0.0177,0.15100000000000002,5.4800000000000004e-5,1.4108,0.4,0.0036,0.21860000000000002,1.1649999999999999e-7,1.2551,76.1,1.5,134,270,5.08,221,391,73.6,1.3,235,9.700000000000001,0.42800000000000005,256.3,0.14,46.199999999999996,21.611,0,42.449999999999996,18.462,18.462,18.462,18.462,18.462,0.077,0.24723760899185754,0.46,0.341501548918527,0.3799786979809999
0.27599999999999997,0.0126,0.0749,0.00267,1.0682,0.513,0.248,0.1251,4.2100000000000004e-4,1.3267,0.401,0.0186,0.18580000000000002,4.486e-5,1.2516,0.373,0.004,0.1211,1.116e-7,1.3779000000000001,76.5,3.6199999999999997,136,271,4.62,237,387,67.7,1.22,231,1.5999999999999999,0.655,239.1,0.15,47.4,20.7025,1.494,46.099999999999994,20.917,20.917,20.917,20.917,20.917,0.6865,0.22645715991671111,0.463,0.3689554611265184,0.3529890878932795
0.312,0.012799999999999999,0.0639,0.002,1.0708,0.528,0.22540000000000002,0.2506,5.67e-4,1.3223,0.401,0.012400000000000001,0.2739,8.58e-5,1.4331,0.383,0.0057,0.15310000000000001,1.92e-7,1.3334000000000001,75.6,2.7699999999999996,134,264,4.25,232,389,53,1.34,228,3.8,0.822,249.4,0.12,47.6,21.173,0,35.15,11.567,11.567,11.567,11.567,11.567,0.11,0.22441243336545905,0.478,0.3298170810741011,0.3629801686707491
0.318,0.0137,0.0821,0.0021999999999999997,1.0906,0.45,0.2102,0.1173,0.001153,1.3182,0.387,0.0095,0.20450000000000002,5.97e-5,1.3928,0.41000000000000003,0.0056,0.0639,1.2169999999999998e-7,1.1895,76,2.34,127,270,4.18,229,390,62.8,1.8800000000000001,231,9.4,0.401,257.1,0.14,48.199999999999996,21.542,0,42.449999999999996,18.529,18.529,18.529,18.529,18.529,0.079,0.2223393024329361,0.4,0.31849716371565273,0.39
0.302,0.013600000000000001,0.0602,0.00232,1.0901,0.486,0.22190000000000001,0.1926,2.3610000000000002e-4,1.2978,0.383,0.014499999999999999,0.1233,9.15e-5,1.3731,0.386,0.0044,0.2016,1.221e-7,1.4462000000000002,76.3,2.8099999999999996,140,264,4.53,220,391,72.4,1.34,230,4.5,0.51,246.7,0.14,47.3,20.978,0,42.449999999999996,18.92,18.92,18.92,18.92,18.92,0.252,0.21872874262967854,0.436,0.277177334802538,0.3659775072195599
0.298,0.014700000000000001,0.067,0.00313,1.0722,0.511,0.21130000000000002,0.1854,4.31e-4,1.3279,0.41400000000000003,0.0085,0.16010000000000002,4.3716e-5,1.2949000000000002,0.382,0.0043,0.1446,1.258e-7,1.3304,76.1,2.44,133,274,3.95,222,392,52.6,2.24,239,2,0.639,253.8,0.14,49,21.428,0,42.449999999999996,18.123,18.123,18.123,18.123,18.123,0.599,0.23356362132591052,0.461,0.38392002615719373,0.36198248723911164
0.32799999999999996,0.013399999999999999,0.0645,0.00204,1.0743,0.55,0.2325,0.11800000000000001,6.04e-4,1.3045,0.371,0.009600000000000001,0.17370000000000002,4.3916000000000004e-5,1.4996,0.401,0.0035,0.25680000000000003,8.430000000000001e-8,1.2841,76,1.46,129,275,4.05,236,393,44.8,1.79,245,6.1000000000000005,0.793,254.1,0.13,48.4,21.343,0,38.8,15.062,15.062,15.062,15.062,15.062,0.095,0.23412992545339437,0.5,0.33955280449778596,0.381
0.312,0.011099999999999999,0.0737,0.00217,1.0645,0.529,0.2174,0.1274,4.6600000000000005e-4,1.3423,0.403,0.006500000000000001,0.1669,4.8280000000000005e-5,1.3442,0.393,0.0039000000000000003,0.1285,1.34e-7,1.2422000000000002,76,1.99,127,269,4.41,225,381,74.1,1.33,248,2.6,0.758,252.2,0.15,46.699999999999996,20.95,0,46.099999999999994,22.482,22.482,22.482,22.482,22.482,0.368,0.2503909067145135,0.479,0.3519883796687764,0.37298323549204404
0.231,0.015,0.06420000000000001,0.00301,1.0516,0.522,0.2063,0.0873,2.9140000000000004e-4,1.3181,0.383,0.0071,0.1655,4.618e-5,1.4497,0.379,0.0031999999999999997,0.2036,1.8899999999999999e-7,1.3917000000000002,76,0.81,140,268,4.37,222,381,57.5,1.56,243,6.800000000000001,0.479,252.3,0.14,48.699999999999996,21.754,0,42.449999999999996,18.191,18.191,18.191,18.191,18.191,0.205,0.169129978394505,0.47200000000000003,0.33479246847546146,0.359
0.273,0.0144,0.0404,0.0024000000000000002,1.0689,0.555,0.2401,0.1357,3.43e-4,1.2425,0.39,0.0085,0.15910000000000002,7.32e-5,1.4222000000000001,0.4,0.0061,0.2106,9.350000000000001e-8,1.2681,76.19999999999999,1.74,129,265,4.62,225,381,80.7,1.26,234,4.1000000000000005,0.712,247.4,0.12,46.9,20.979,0,35.15,11.724,11.724,11.724,11.724,11.724,0.147,0.1888384201234909,0.505,0.29834974499564026,0.379984565603
0.312,0.0138,0.066,0.00302,1.055,0.525,0.21830000000000002,0.1535,2.684e-4,1.3196,0.389,0.0083,0.1382,6.49e-5,1.4885000000000002,0.379,0.0071,0.10850000000000001,1.2559999999999999e-7,1.1958000000000002,76.1,0.63,129,270,4.41,234,383,51.9,1.24,243,2.9,0.799,260.2,0.15,46.6,21.221,0,46.099999999999994,22.027,22.027,22.027,22.027,22.027,0.552,0.25050386043561235,0.475,0.29402441037715077,0.359
0.309,0.0116,0.0515,0.00194,1.0607,0.443,0.2455,0.1169,2.596e-4,1.294,0.392,0.012199999999999999,0.1404,4.6e-5,1.4299000000000002,0.393,0.0039000000000000003,0.08560000000000001,1.5899999999999998e-7,1.3642,75.89999999999999,1.55,132,277,4.29,234,383,71.3,1.31,244,4.800000000000001,0.809,252.9,0.15,45.6,20.427,0,46.099999999999994,23.159,23.159,23.159,23.159,23.159,0.214,0.23639162148407455,0.393,0.3490597577453431,0.372967855636
0.309,0.0169,0.0815,0.00343,1.0836,0.537,0.2182,0.257,4.7000000000000004e-4,1.2733,0.369,0.0086,0.2025,4.4750000000000004e-5,1.3165,0.402,0.0018999999999999998,0.09240000000000001,1.025e-7,1.2575,76.3,2.73,138,276,5.13,226,388,69.9,1.18,235,4.800000000000001,0.601,252.7,0.12,48.1,22.255,0,35.15,10.43,10.43,10.43,10.43,10.43,0.165,0.21516107185130057,0.487,0.32798397877425556,0.38199326314518955
0.301,0.012299999999999998,0.07039999999999999,0.00269,1.0755,0.547,0.2107,0.1411,3.0500000000000004e-4,1.344,0.41200000000000003,0.009899999999999999,0.1735,4.439e-5,1.3820000000000001,0.391,0.0036,0.19879999999999998,1.69e-7,1.3153000000000001,76.19999999999999,1.52,129,274,4.16,226,380,54.4,1.03,229,2.5,0.777,248.1,0.13,46.3,20.258,0,38.8,15.871,15.871,15.871,15.871,15.871,0.371,0.22832966628272694,0.497,0.37693167641135344,0.3709686947073763
0.287,0.0156,0.0874,0.00192,1.0582,0.453,0.2278,0.1313,5.18e-4,1.3169,0.378,0.0086,0.2365,5.94e-5,1.2936,0.40700000000000003,0.006500000000000001,0.2409,1.0760000000000001e-7,1.2246000000000001,76.39999999999999,1.21,127,272,4.37,217,385,39.6,1.1400000000000001,232,8.9,0.46399999999999997,265.7,0.14,45.3,20.756,0,42.449999999999996,19.311,19.311,19.311,19.311,19.311,0.083,0.21454806622737174,0.40299999999999997,0.32489043510503546,0.38698096849559993
0.298,0.0139,0.0555,0.0026,1.0846,0.539,0.2149,0.1635,3.17e-4,1.324,0.42000000000000004,0.0139,0.18109999999999998,5.4e-5,1.4927000000000001,0.382,0.004900000000000001,0.0749,1.55e-7,1.3953,76.1,0.36,138,277,3.9699999999999998,228,383,50.7,1.11,239,2.6999999999999997,0.538,256.7,0.15,47.1,20.791,0,46.099999999999994,22.501,22.501,22.501,22.501,22.501,0.508,0.2316791508922625,0.489,0.34783874223944056,0.36198017194186377
0.34299999999999997,0.013500000000000002,0.079,0.0026,1.0872,0.51,0.2058,0.1844,3.75e-4,1.3306,0.42400000000000004,0.0121,0.1992,6.390000000000001e-5,1.4619000000000002,0.41700000000000004,0.0087,0.1009,2.05e-7,1.2946000000000002,76.19999999999999,1.27,141,274,4.17,227,392,82.9,1.65,248,3.1999999999999997,0.821,249.7,0.15,46.699999999999996,20.503,0,46.099999999999994,22.893,22.893,22.893,22.893,22.893,0.404,0.2649214981810595,0.46,0.34331151700552737,0.396956120392
0.308,0.0142,0.0679,0.00321,1.065,0.538,0.2127,0.2128,2.545e-4,1.2566,0.41400000000000003,0.014100000000000001,0.1213,7.1e-5,1.3763,0.4,0.007899999999999999,0.26940000000000003,1.37e-7,1.4666000000000001,75.8,0.64,132,272,4.609999999999999,220,385,59.3,1.16,246,7.9,0.657,255,0.13,48.699999999999996,22.231,0,38.8,14.12,14.12,14.12,14.12,14.12,0.149,0.2203710485881664,0.48800000000000004,0.30267916472011724,0.37997852809833416
0.299,0.0127,0.0603,0.00247,1.0844,0.508,0.224,0.1001,4.91e-4,1.2954,0.41000000000000003,0.011300000000000001,0.20229999999999998,5.174e-5,1.3102,0.385,0.007899999999999999,0.19669999999999999,1.028e-7,1.2656,76.6,0.73,139,268,4.4799999999999995,228,381,52.8,1.1400000000000001,240,2.6,0.643,252.3,0.14,46.8,20.848,0,42.449999999999996,18.934,18.934,18.934,18.934,18.934,0.368,0.2257592450877535,0.458,0.3533308108273357,0.36499999999999994
0.305,0.0143,0.0409,0.00221,1.0373999999999999,0.493,0.21250000000000002,0.1206,3.89e-4,1.3363,0.395,0.0168,0.1446,5.95e-5,1.3577000000000001,0.42400000000000004,0.0041,0.22970000000000002,1.274e-7,1.3277,76.19999999999999,1.83,140,273,4.1,226,386,58.1,1.34,229,6.800000000000001,0.573,251.8,0.12,47,20.642,0,35.15,12.124,12.124,12.124,12.124,12.124,0.084,0.22753149721524157,0.443,0.3059600760289393,0.40399752318526977
0.298,0.014499999999999999,0.0697,0.0027,1.0529,0.536,0.21280000000000002,0.1005,6.65e-4,1.3538000000000001,0.402,0.0148,0.12480000000000001,1.077e-4,1.3776000000000002,0.377,0.0044,0.1225,1.114e-7,1.4322000000000001,76.3,2.0599999999999996,141,269,4.34,218,385,56.1,1.27,242,4.7,0.405,243.8,0.13,48.1,20.969,0,38.8,15.345,15.345,15.345,15.345,15.345,0.186,0.22171186239608068,0.486,0.28075241982268645,0.357
0.312,0.013399999999999999,0.0747,0.00155,1.0563,0.493,0.21250000000000002,0.1062,9.339999999999999e-4,1.3568,0.395,0.0184,0.24630000000000002,8.08e-5,1.3672000000000002,0.4,0.0033,0.1197,1.309e-7,1.2513,75.6,1.44,132,267,4.1499999999999995,219,391,59.6,1.1400000000000001,234,5.2,0.745,256.1,0.16,45.9,20.643,0,49.75,26.673,26.673,26.673,26.673,26.673,0.134,0.24249527210674157,0.443,0.3330160118082663,0.37997502433940006
0.292,0.0139,0.06470000000000001,0.0023899999999999998,1.0639,0.419,0.2097,0.1181,2.462e-4,1.3228,0.368,0.0104,0.1441,1.241e-4,1.4382000000000001,0.396,0.0056,0.2188,1.36e-7,1.2220000000000002,76.1,2.6799999999999997,134,272,4.52,223,380,54.6,1.49,233,1,0.734,256.5,0.16,49.5,22.421,7.229,49.75,17.07,17.07,17.07,17.07,17.07,0.73,0.24793433820858596,0.369,0.26299999999999996,0.37597372325800005
0.299,0.0142,0.0808,0.00276,1.0768,0.478,0.21530000000000002,0.1711,4.82e-4,1.2914,0.43300000000000005,0.0079,0.1456,4.879e-5,1.4663000000000002,0.397,0.0089,0.1987,1.7e-7,1.4598,76.89999999999999,2.0399999999999996,141,272,4.18,230,392,64.2,1.52,247,9.3,0.693,251.3,0.15,47.199999999999996,20.535,0,46.099999999999994,23.113,23.113,23.113,23.113,23.113,0.152,0.2148662829217062,0.428,0.367863358306594,0.37696803764738346
0.295,0.0138,0.0801,0.0024000000000000002,1.048,0.55,0.2373,0.0654,4.4e-4,1.3313000000000001,0.41000000000000003,0.01,0.1673,1.9099999999999998e-4,1.4244,0.41200000000000003,0.0026,0.15460000000000002,1.296e-7,1.306,76.1,1.16,137,273,4.9799999999999995,222,381,78.5,1.58,232,1.0999999999999999,0.676,242.9,0.11,46.8,21.174,0,31.5,7.756,7.756,7.756,7.756,7.756,0.27,0.2291667747872421,0.5,0.30399999999999994,0.39198714840187043
0.303,0.0142,0.0623,0.00283,1.0608,0.515,0.22610000000000002,0.0923,2.378e-4,1.2703,0.399,0.022099999999999998,0.1716,4.978e-5,1.3868,0.402,0.0018999999999999998,0.1916,8.65e-8,1.3229000000000002,75.8,2.88,135,265,4.27,227,386,72.7,1.43,239,8.3,0.43000000000000005,252,0.12,48.8,21.742,0,35.15,11.009,11.009,11.009,11.009,11.009,0.099,0.21640246604602686,0.465,0.32845596850769626,0.3819898054038298
0.295,0.014700000000000001,0.0794,0.00289,1.088,0.524,0.20650000000000002,0.1373,5.25e-4,1.274,0.41800000000000004,0.0075,0.0621,5.8200000000000005e-5,1.4203000000000001,0.41400000000000003,0.0047,0.2263,1.2029999999999999e-7,1.1603,76.19999999999999,2.07,136,263,4.47,235,382,57.3,1.33,244,2.9,0.871,248.5,0.12,46.6,20.737,0,35.15,11.882,11.882,11.882,11.882,11.882,0.231,0.20917694423063882,0.474,0.3083009219441076,0.3940000000000001
0.261,0.015300000000000001,0.06659999999999999,0.0020299999999999997,1.0742,0.449,0.22390000000000002,0.19240000000000002,3.26e-4,1.3257,0.41800000000000004,0.0173,0.21600000000000003,6.19e-5,1.3900000000000001,0.41200000000000003,0.0071,0.2494,1.41e-7,1.4159000000000002,76,2.8099999999999996,138,266,4.3999999999999995,224,387,40.6,1.24,238,5,0.604,250.5,0.12,46.699999999999996,20.864,0,35.15,11.884,11.884,11.884,11.884,11.884,0.102,0.18230814609567708,0.399,0.3394556582844437,0.3919798739767372
0.303,0.012799999999999999,0.0547,0.00214,1.115,0.497,0.21480000000000002,0.0965,2.856e-4,1.2688000000000001,0.42200000000000004,0.0185,0.21789999999999998,4.3860000000000004e-5,1.4372,0.403,0.0053,0.1683,9.749999999999999e-8,1.3979000000000001,76.1,0.53,132,270,4.29,229,385,63.1,1.34,246,3.9,0.606,243,0.14,47.199999999999996,20.582,0,42.449999999999996,19.325,19.325,19.325,19.325,19.325,0.243,0.2141625795459866,0.447,0.3918976099869016,0.383
0.33499999999999996,0.0156,0.0746,0.00194,1.0802,0.515,0.21980000000000002,0.1145,4.41e-4,1.2988,0.383,0.0098,0.0666,7.61e-5,1.4119000000000002,0.41100000000000003,0.0026,0.18159999999999998,1.41e-7,1.3029000000000002,76,0.26,138,271,4.4399999999999995,233,381,79.3,1.05,238,9.5,0.507,257,0.11,47.5,21.534,0,31.5,7.636,7.636,7.636,7.636,7.636011111111111,0.03,0.23302482682488657,0.465,0.2610000679903076,0.3909377220867726
0.312,0.012400000000000001,0.0759,0.0025,1.0739,0.46099999999999997,0.2069,0.2395,5.27e-4,1.2907,0.41000000000000003,0.0166,0.1966,6.85e-5,1.4807000000000001,0.40800000000000003,0.0051,0.1257,1.295e-7,1.4323000000000001,76.1,1.99,129,276,4.84,230,388,71.4,1.3,240,2.4,0.682,237.8,0.15,46.6,20.713,0,46.099999999999994,22.612,22.612,22.612,22.612,22.612,0.475,0.2491345041350627,0.411,0.3297058863219489,0.387975919417346
0.257,0.012400000000000001,0.0825,0.00228,1.0591,0.512,0.2102,0.19069999999999998,5.36e-4,1.2850000000000001,0.405,0.0077,0.15539999999999998,2.58e-4,1.3592000000000002,0.394,0.006,0.1713,1.9499999999999999e-7,1.3788,76.1,0.32,140,271,4.81,222,387,56.4,1.7,235,3.6999999999999997,0.875,262.3,0.11,48.1,22.408,0,31.5,6.716,6.716,6.716,6.716,6.716,0.076,0.1867753866672151,0.462,0.32500000403158585,0.372212495448756
0.315,0.014599999999999998,0.0857,0.00229,1.0657,0.55,0.20600000000000002,0.1502,4.47e-4,1.3418,0.402,0.0168,0.1474,4.784e-5,1.5768,0.40800000000000003,0.011399999999999999,0.22599999999999998,1.064e-7,1.2162000000000002,75.8,1.05,128,275,4.41,225,385,67.1,1.24,231,7.6000000000000005,0.518,250.7,0.15,47.4,21.253,0,46.099999999999994,22.399,22.399,22.399,22.399,22.399,0.148,0.23504530888403374,0.5,0.3443135189120651,0.3879812746324
0.304,0.014499999999999999,0.050499999999999996,0.00207,1.0839,0.5670000000000001,0.21180000000000002,0.1268,4.1e-4,1.2828,0.367,0.0089,0.1652,2.0400000000000003e-4,1.5258,0.387,0.005200000000000001,0.14550000000000002,1.41e-7,1.3245,76.1,1.24,139,276,4.38,224,391,56.4,1.42,248,1.5,0.475,247.8,0.11,47.4,20.978,0,31.5,8.02,8.02,8.02,8.02,8.02,0.202,0.2183878629638031,0.517,0.267,0.36698570746413234
0.273,0.011699999999999999,0.0595,0.00212,1.0864,0.538,0.2139,0.23210000000000003,3.25e-4,1.244,0.392,0.0106,0.19480000000000003,8.16e-5,1.4164,0.398,0.006900000000000001,0.1338,1.272e-7,1.3712000000000002,75.69999999999999,0.37,132,273,4.1899999999999995,222,394,49.5,1.06,238,3.6999999999999997,0.683,255.2,0.15,48.6,21.749,0,46.099999999999994,21.777,21.777,21.777,21.777,21.777,0.274,0.20206088967880845,0.48800000000000004,0.30864060059543347,0.37800000000000006
0.264,0.013399999999999999,0.07300000000000001,0.00254,1.0834,0.527,0.2063,0.1568,3.0500000000000004e-4,1.282,0.402,0.0125,0.1885,5.31e-5,1.3116,0.384,0.0031,0.1587,1.187e-7,1.3806,75.89999999999999,1.91,140,275,4.31,218,391,61,1.4,242,1.9,0.654,247.6,0.14,46.6,20.633,0,42.449999999999996,18.976,18.976,18.976,18.976,18.976,0.541,0.20672202975965182,0.477,0.3420192968774926,0.36397868443368847
0.289,0.013399999999999999,0.0624,0.00206,1.0727,0.523,0.2124,0.1223,2.745e-4,1.2342,0.386,0.0174,0.1121,8.47e-5,1.3408,0.402,0.0061,0.1375,1.7099999999999998e-7,1.4095000000000002,76.19999999999999,3.63,134,274,4.62,228,383,57.8,1.9,235,6.7,0.809,251.7,0.13,47.199999999999996,21.295,0,38.8,15.101,15.101,15.101,15.101,15.101,0.104,0.20414666812644316,0.473,0.2788548300730871,0.38196553102933206
0.297,0.014499999999999999,0.053,0.00181,1.0542,0.542,0.2159,0.2233,4.94e-4,1.3557000000000001,0.41400000000000003,0.0098,0.19140000000000001,6.950000000000001e-5,1.3919000000000001,0.398,0.007500000000000001,0.1619,1.5199999999999998e-7,1.3211000000000002,76.39999999999999,1.6,140,271,4.41,218,394,45.3,1.81,234,6,0.615,258.4,0.14,47.3,21.327,0,42.449999999999996,18.713,18.713,18.713,18.713,18.713,0.11,0.21973609584412285,0.492,0.3293542892948831,0.37800000000000006
0.301,0.015200000000000002,0.0571,0.0031,1.0909,0.496,0.2554,0.1665,2.992e-4,1.3312,0.41200000000000003,0.009899999999999999,0.1539,6.8e-5,1.6059,0.401,0.0053,0.1698,1.1189999999999999e-7,1.4676,75.69999999999999,0.97,128,275,4.68,232,383,60.9,1.1,232,8.4,0.49,255.3,0.12,47.8,21.974,0,35.15,10.779,10.779,10.779,10.779,10.779,0.097,0.1995463452600169,0.446,0.288842191697718,0.3809916980321162
0.293,0.014100000000000001,0.067,0.00187,1.05,0.46699999999999997,0.2444,0.1163,3.98e-4,1.2596,0.42300000000000004,0.0092,0.1785,4.7340000000000004e-5,1.4021000000000001,0.41000000000000003,0.0076,0.17049999999999998,1.253e-7,1.3864,75.69999999999999,2.5399999999999996,133,271,4.27,234,392,56.5,1.55,240,4.4,0.718,252.9,0.15,47.8,21.398,0,46.099999999999994,22.21,22.21,22.21,22.21,22.21,0.192,0.2270682134096376,0.417,0.3721342250299284,0.38999357146329955
